spanish-friends-argentina	french-traveler                al día
spanish-friends-argentina	[CITA-AJENA] tomó	drank down (se tomó)	Juli tomó despacio, sin apurar la mano.
spanish-friends-argentina	german-expat                   al día
spanish-friends-argentina	german-friends                 al día
spanish-friends-argentina	german-hamburg                 al día
spanish-friends-argentina	german-traveler-a0             faltan 34: 18 copiadas, 0 escritas a mano, 16 SIN CUBRIR
spanish-friends-argentina	   sin cubrir: gedreht, ärmeln, dorthin, zwiebeln, hund, hemd, mauer, wenige, dreißig, ständen, sauer, wanderer, niedrig, beim, stift, schuh
spanish-friends-argentina	italian-friends-a0             al día
spanish-friends-argentina	italian-traveler-a0            al día
spanish-friends-argentina	portuguese-traveler-brazil-a0  al día
spanish-friends-argentina	spanish-friends-argentina      al día
spanish-friends-argentina	spanish-friends-colombia       al día
spanish-friends-argentina	spanish-friends-mexico         al día
spanish-friends-argentina	spanish-friends-spain-a0       al día
spanish-friends-argentina	spanish-friends                al día
spanish-friends-argentina	spanish-traveler-latam         al día
spanish-friends-argentina	spanish-traveler-mexico-a0     al día
spanish-friends-argentina	spanish-traveler-spain-b1      al día
spanish-friends-argentina	
spanish-friends-argentina	0 glosas añadidas; NO escritos por huecos: german-traveler-a0
spanish-friends-colombia	french-traveler                al día
spanish-friends-colombia	[CITA-AJENA] alcanzaba	was not enough (no le alcanzaba)	Manu apenas alcanzaba a ver el atardecer sobre las piedras.
spanish-friends-colombia	[CITA-AJENA] alma	with all your heart (con el alma)	Ronny agarró a Manu del brazo y le rogó que gritara con toda el alma.
spanish-friends-colombia	[CITA-AJENA] amarrado	not even by force (ni amarrado)	En la Mesa de los Santos, a media hora de Bucaramanga, Nubia ya se había amarrado el equipo sin pensarlo.
spanish-friends-colombia	[CITA-AJENA] bajar	to admit defeat (bajar la cabeza)	Ella suelta su pregón igual, sin bajar la sonrisa ni el brazo.
spanish-friends-colombia	[CITA-AJENA] bandeja	handed on a plate (servido en bandeja)	Yina salió con una bandeja de butifarra y arepa, y todos se acomodaron alrededor de Manu sin disimular las sonrisas.
spanish-friends-colombia	[CITA-AJENA] buenas	in a good mood (de buenas)	Desde el primer minuto, ella aplaudía cuando no era y se quedaba muda en las jugadas buenas.
spanish-friends-colombia	[CITA-AJENA] deje	do not leave me (no me deje)	“¡Epa, prima, deje ese teléfono y agárrese un tinto!”, le gritó Wílmer desde el corral, con el lazo todavía al hombro.
spanish-friends-colombia	[CITA-AJENA] doblaron	to crack up (doblarse de risa)	Doblaron por una calle lateral y el paisaje cambió por completo.
spanish-friends-colombia	[CITA-AJENA] están	that is what they are for (para eso están)	Manu asiente por cortesía, todavía convencida de que le están vendiendo una postal maquillada.
spanish-friends-colombia	[CITA-AJENA] forma	properly, in style (en forma)	Manuela abrazó a los dos y entendió que esa franqueza sin rodeos era, a su manera, la forma santandereana de querer.
spanish-friends-colombia	[CITA-AJENA] fuego	a trial by fire (prueba de fuego)	El sabor caleño que había perseguido a punta de guaracha no vivía solo en la pista, sino que se cocinaba a fuego lento, se heredaba y se compartía en una cocina caliente.
spanish-friends-colombia	[CITA-AJENA] gratis	free (no cost)	“El descaro es gratis”, dice ella y guarda la moneda en el delantal.
spanish-friends-colombia	[CITA-AJENA] hilo	on tenterhooks (con el alma en un hilo)	Yésica siguió el hilo de esos ojos y masculló entre dientes que esa era la que le había partido el alma en la última Feria.
spanish-friends-colombia	[CITA-AJENA] hondo	to breathe deep (respirar hondo)	Cuando el sancocho por fin está listo, Tato le sirve el primer plato y respira hondo antes de soltar la noticia.
spanish-friends-colombia	[CITA-AJENA] lengua	a loose tongue (lengua floja)	A su lado, Nubia, la comadre que no se muerde la lengua, ya tenía servido su plato.
spanish-friends-colombia	[CITA-AJENA] moneda	paying back in kind (con la misma moneda)	“El descaro es gratis”, dice ella y guarda la moneda en el delantal.
spanish-friends-colombia	[CITA-AJENA] montó	teased (montó chercha)	Alguien montó el picó en el patio y sonó, bajito, la champeta de toda la vida.
spanish-friends-colombia	[CITA-AJENA] muchacho	young man, boy	Sonó la campana y el muchacho se lanzó al galope, pegado al costado del toro, sin pensarlo dos veces.
spanish-friends-colombia	[CITA-AJENA] muerta	dead; starving (muerta de hambre)	“¡Láncese, juemadre, que no se va a morir!”, le gritó Nubia, muerta de la risa.
spanish-friends-colombia	[CITA-AJENA] muertos	dead; freezing (muertos de frío)	Era un contrapunteo antiguo, donde el cantante improvisaba versos sobre el llano y sus muertos.
spanish-friends-colombia	[CITA-AJENA] partido	penniless (sin un peso partido)	Yina, su comadre y vendedora de raspao, ya tenía la nevera repleta de birras para ver el partido en la esquina.
spanish-friends-colombia	[CITA-AJENA] pecho	a tight ache in the chest (apretar el pecho)	El bafle escupe un bajo tan pesado que a Manu le tiembla el pecho.
spanish-friends-colombia	[CITA-AJENA] pegada	blasting music (champeta pegada)	Esa madrugada, sin embargo, el viejo arrancó un pasaje que la dejó pegada al asiento.
spanish-friends-colombia	[CITA-AJENA] pensaba	was not going to (no lo pensaba)	Manu pensaba que en Bogotá ya habría hecho mil cosas, mientras afuera cantaba el grillo.
spanish-friends-colombia	[CITA-AJENA] plena	right in the middle of (en plena mesa)	Estiró la mano hacia la cola en plena carrera, jugándose el pellejo por el orgullo del hato.
spanish-friends-colombia	[CITA-AJENA] prendió	the lightbulb went on (prenderse el foco)	Un vecino prendió el picó al otro lado de la calle y la champeta empezó a retumbar por todo el barrio.
spanish-friends-colombia	[CITA-AJENA] puesto	got his act together (puesto las pilas)	Yina, la dueña del puesto de fritos de la esquina, le gritó un “Qué más, mija”
spanish-friends-colombia	[CITA-AJENA] quieta	to leave alone (dejar quieta)	El hombre le cantaba al suelo que lo vio nacer, y Manu se quedó quieta.
spanish-friends-colombia	[CITA-AJENA] ritmo	to find the groove (agarrar el ritmo)	En el altavoz un joropo recio marcaba el ritmo con fuerza mientras los caballos piafaban impacientes.
spanish-friends-colombia	[CITA-AJENA] rojas	red flags (banderas rojas)	La salsa atronaba en un bar de Chapinero y las luces rojas barrían la pista atestada.
spanish-friends-colombia	[CITA-AJENA] sabroso	to dance with flavor (bailar sabroso)	Manu probó una, se quedó callada y admitió que estaba demasiado sabroso para hablar.
spanish-friends-colombia	[CITA-AJENA] salía	would not go out (no salía)	Ronny entraba y salía con sillas prestadas, esquivando misterioso cada pregunta de la rola.
spanish-friends-colombia	[CITA-AJENA] servido	handed on a plate (servido en bandeja)	A su lado, Nubia, la comadre que no se muerde la lengua, ya tenía servido su plato.
spanish-friends-colombia	[CITA-AJENA] tras	one after another (uno tras otro)	El polvo de la manga de coleo se levantó cuando el primer jinete salió disparado tras el toro.
spanish-friends-colombia	german-expat                   al día
spanish-friends-colombia	german-friends                 al día
spanish-friends-colombia	german-hamburg                 al día
spanish-friends-colombia	german-traveler-a0             faltan 34: 18 copiadas, 0 escritas a mano, 16 SIN CUBRIR
spanish-friends-colombia	   sin cubrir: gedreht, ärmeln, dorthin, zwiebeln, hund, hemd, mauer, wenige, dreißig, ständen, sauer, wanderer, niedrig, beim, stift, schuh
spanish-friends-colombia	italian-friends-a0             al día
spanish-friends-colombia	italian-traveler-a0            al día
spanish-friends-colombia	portuguese-traveler-brazil-a0  al día
spanish-friends-colombia	spanish-friends-argentina      al día
spanish-friends-colombia	spanish-friends-colombia       al día
spanish-friends-colombia	spanish-friends-mexico         al día
spanish-friends-colombia	spanish-friends-spain-a0       al día
spanish-friends-colombia	spanish-friends                al día
spanish-friends-colombia	spanish-traveler-latam         al día
spanish-friends-colombia	spanish-traveler-mexico-a0     al día
spanish-friends-colombia	spanish-traveler-spain-b1      al día
spanish-friends-colombia	
spanish-friends-colombia	0 glosas añadidas; NO escritos por huecos: german-traveler-a0
spanish-friends-mexico	french-traveler                al día
spanish-friends-mexico	[CITA-AJENA] agarrando	finding the groove (agarrar el ritmo)	Nayeli, entre humo y mezcal, le echó en cara a Regina que apenas le estaba agarrando la onda a Oaxaca justo cuando se iba.
spanish-friends-mexico	[CITA-AJENA] atando	putting the pieces together (atar cabos)	“Con razón me trataban tan bien anoche”, comentó Regina atando cabos.
spanish-friends-mexico	[CITA-AJENA] bajar	to admit defeat (bajar la cabeza)	Chuy: Sale, pues, cabrón, pero al bajar me invitas las cervezas; y si me caigo allá arriba, cargas con mi trokota de vuelta al cantón.
spanish-friends-mexico	[CITA-AJENA] bomba	to drop a bombshell (soltar la bomba)	Al caer la tarde, Marisol soltó la bomba: había renunciado a la chamba, al sueldo, a la oficina, a todo.
spanish-friends-mexico	[CITA-AJENA] caigo	to land on my feet (caer parado)	Chuy: Sale, pues, cabrón, pero al bajar me invitas las cervezas; y si me caigo allá arriba, cargas con mi trokota de vuelta al cantón.
spanish-friends-mexico	[CITA-AJENA] caía	his world fell apart (se le caía el mundo)	Salieron sudados a la calle, y él ya preguntaba cuándo caía la próxima función.
spanish-friends-mexico	[CITA-AJENA] cielo	to protest loudly (pegar el grito al cielo)	Beto: ¡Órale, cayó del cielo!
spanish-friends-mexico	[CITA-AJENA] cruzó	crossed fingers (cruzar los dedos)	La mujer llegó a la barra, se cruzó de brazos y clavó la mirada en la cazuela humeante, sin soltar una palabra.
spanish-friends-mexico	[CITA-AJENA] difícil	to play hard to get (hacerse la difícil)	“No manches, esto está más difícil que subir a Chichén”, bufó, sudando por el calor.
spanish-friends-mexico	[CITA-AJENA] falta	without fail (sin falta)	“Ya nomás te falta aprender a hacer cochinita.”
spanish-friends-mexico	[CITA-AJENA] foco	the lightbulb moment (prenderse el foco)	Aldo sirvió la última ronda, Chucho terminó de pintarle las alas al alebrije bajo la luz del foco, y Regina prometió volver antes de que se acabara el año.
spanish-friends-mexico	[CITA-AJENA] fuego	a trial by fire (prueba de fuego)	Pararon en un puesto de tacos de adobada donde el trompo de carne giraba brillante junto al fuego.
spanish-friends-mexico	[CITA-AJENA] hondo	to breathe deep (respirar hondo)	Regina respiró hondo, se persignó y se aventó de panzazo al agua fría.
spanish-friends-mexico	[CITA-AJENA] horno	in deep trouble (al horno)	“El horno de mi abuela nunca pidió batería.”
spanish-friends-mexico	[CITA-AJENA] lengua	a loose tongue (lengua floja)	Nacho asintió, apenado, sin soltar la lengua todavía.
spanish-friends-mexico	[CITA-AJENA] lugar	instead of (en lugar de)	El puesto y la línea convivían sin pelearse, y su berrinche de recién llegada de pronto sonaba fuera de lugar.
spanish-friends-mexico	[CITA-AJENA] madres	to not matter at all (valer madres)	Regina no entendía ni madres.
spanish-friends-mexico	[CITA-AJENA] mames	no way, you're kidding	“No mames, esta salsa sí levanta muertos”, dijo Regina, ya más despabilada.
spanish-friends-mexico	[CITA-AJENA] muerta	dead; starving (muerta de hambre)	Aquí el bolero y el gol caen juntitos”, festejó Regina, muerta de risa.
spanish-friends-mexico	[CITA-AJENA] muertos	dead; freezing (muertos de frío)	“No mames, esta salsa sí levanta muertos”, dijo Regina, ya más despabilada.
spanish-friends-mexico	[CITA-AJENA] partido	penniless (sin un peso partido)	El trompetista, que también iba viendo el partido de reojo, sostuvo la nota más de la cuenta.
spanish-friends-mexico	[CITA-AJENA] pastor	al pastor (taco style)	Cerraron la noche con unos tacos al pastor en la esquina, con todo y piña, parados en la banqueta.
spanish-friends-mexico	[CITA-AJENA] pegada	blasting music (champeta pegada)	“Neta que no, está helada y ni le veo el suelo”, contestó Regina, pegada a la roca.
spanish-friends-mexico	[CITA-AJENA] pensaba	was not going to (no lo pensaba)	“Yo pensaba que la Revu era pura peda para el que viene de gabacho”, admitió Regina, ya sin la mueca.
spanish-friends-mexico	[CITA-AJENA] perdido	lost; had already lost (ya había perdido)	Chucho contaba, por enésima vez, cómo se había perdido en el cerro buscando copal para su alebrije.
spanish-friends-mexico	[CITA-AJENA] plena	right in the middle of (en plena mesa)	Damián, yucateco que heredó el puesto de cochinita de su abuela, la recibió entre el humo del pib abierto en plena tierra.
spanish-friends-mexico	[CITA-AJENA] prendió	the lightbulb went on (prenderse el foco)	Regina: Está chido esto, ya me prendió.
spanish-friends-mexico	[CITA-AJENA] puesto	got his act together (puesto las pilas)	Pararon en un puesto de tacos de adobada donde el trompo de carne giraba brillante junto al fuego.
spanish-friends-mexico	[CITA-AJENA] quieta	to leave alone (dejar quieta)	La jarana ya sonaba fuerte en la vaquería del barrio cuando Regina, chilanga incapaz de quedarse quieta con música, entró descalza, arrastrando a medio mundo hacia la pista.
spanish-friends-mexico	[CITA-AJENA] ritmo	to find the groove (agarrar el ritmo)	Nadie le dio las gracias; simplemente se movían todos al mismo ritmo.
spanish-friends-mexico	[CITA-AJENA] salía	would not go out (no salía)	Nayeli le explicó, mientras le pasaba un café, que el tequio era trabajo comunitario: todo el pueblo salía a componer el camino, sin cobrar, porque así se hacían las cosas ahí.
spanish-friends-mexico	[CITA-AJENA] tomó	drank down (se tomó)	Regina tomó el primer caballito, lo probó despacio y dio su veredicto.
spanish-friends-mexico	[CITA-AJENA] tras	one after another (uno tras otro)	Regina despachó tostada tras tostada, cobrando de volada y dando el cambio sin fallar.
spanish-friends-mexico	[CITA-AJENA] vara	to take teasing without cracking (aguantar vara)	Marisol maniobraba la vara como si hubiera nacido en el agua.
spanish-friends-mexico	german-expat                   al día
spanish-friends-mexico	german-friends                 al día
spanish-friends-mexico	german-hamburg                 al día
spanish-friends-mexico	german-traveler-a0             faltan 34: 18 copiadas, 0 escritas a mano, 16 SIN CUBRIR
spanish-friends-mexico	   sin cubrir: gedreht, ärmeln, dorthin, zwiebeln, hund, hemd, mauer, wenige, dreißig, ständen, sauer, wanderer, niedrig, beim, stift, schuh
spanish-friends-mexico	italian-friends-a0             al día
spanish-friends-mexico	italian-traveler-a0            al día
spanish-friends-mexico	portuguese-traveler-brazil-a0  al día
spanish-friends-mexico	spanish-friends-argentina      al día
spanish-friends-mexico	spanish-friends-colombia       al día
spanish-friends-mexico	spanish-friends-mexico         al día
spanish-friends-mexico	spanish-friends-spain-a0       al día
spanish-friends-mexico	spanish-friends                al día
spanish-friends-mexico	spanish-traveler-latam         al día
spanish-friends-mexico	spanish-traveler-mexico-a0     al día
spanish-friends-mexico	spanish-traveler-spain-b1      al día
spanish-friends-mexico	
spanish-friends-mexico	0 glosas añadidas; NO escritos por huecos: german-traveler-a0
spanish-friends-spain-a0	french-traveler                al día
spanish-friends-spain-a0	[CITA-AJENA] buenas	in a good mood (de buenas)	Además, están muy buenas.
spanish-friends-spain-a0	[CITA-AJENA] cielo	to protest loudly (pegar el grito al cielo)	El cielo está claro y limpio, y la luz es muy bonita.
spanish-friends-spain-a0	[CITA-AJENA] están	that is what they are for (para eso están)	Son pequeños y están sobre el pan, y Lucía prueba uno de tortilla.
spanish-friends-spain-a0	[CITA-AJENA] gratis	free (no cost)	Las tapas son gratis.
spanish-friends-spain-a0	[CITA-AJENA] hondo	to breathe deep (respirar hondo)	Lucía respira hondo y saca el móvil.
spanish-friends-spain-a0	[CITA-AJENA] lugar	instead of (en lugar de)	“Este lugar es mágico”, dice.
spanish-friends-spain-a0	[CITA-AJENA] nubes	walking on air (en las nubes)	Las nubes grises cubren Madrid, y Lucía y Marta caminan por la Gran Vía, la calle más famosa de la ciudad.
spanish-friends-spain-a0	[CITA-AJENA] rojas	red flags (banderas rojas)	Al lado de la puerta, una señora vende fresas rojas.
spanish-friends-spain-a0	german-expat                   al día
spanish-friends-spain-a0	german-friends                 al día
spanish-friends-spain-a0	german-hamburg                 al día
spanish-friends-spain-a0	german-traveler-a0             faltan 34: 18 copiadas, 0 escritas a mano, 16 SIN CUBRIR
spanish-friends-spain-a0	   sin cubrir: gedreht, ärmeln, dorthin, zwiebeln, hund, hemd, mauer, wenige, dreißig, ständen, sauer, wanderer, niedrig, beim, stift, schuh
spanish-friends-spain-a0	italian-friends-a0             al día
spanish-friends-spain-a0	italian-traveler-a0            al día
spanish-friends-spain-a0	portuguese-traveler-brazil-a0  al día
spanish-friends-spain-a0	spanish-friends-argentina      al día
spanish-friends-spain-a0	spanish-friends-colombia       al día
spanish-friends-spain-a0	spanish-friends-mexico         al día
spanish-friends-spain-a0	spanish-friends-spain-a0       al día
spanish-friends-spain-a0	spanish-friends                al día
spanish-friends-spain-a0	spanish-traveler-latam         al día
spanish-friends-spain-a0	spanish-traveler-mexico-a0     al día
spanish-friends-spain-a0	spanish-traveler-spain-b1      al día
spanish-friends-spain-a0	
spanish-friends-spain-a0	0 glosas añadidas; NO escritos por huecos: german-traveler-a0
spanish-friends	french-traveler                al día
spanish-friends	[CITA-AJENA] agarrando	finding the groove (agarrar el ritmo)	Los patas la aplaudieron, orgullosos de cómo la chibola iba agarrando calle.
spanish-friends	[CITA-AJENA] atando	putting the pieces together (atar cabos)	Se quedó callada un momentico, atando cabos con cara de susto.
spanish-friends	[CITA-AJENA] bomba	to drop a bombshell (soltar la bomba)	Pero Camila ya estaba lanzada y soltó la bomba sin piedad ninguna.
spanish-friends	[CITA-AJENA] caigo	to land on my feet (caer parado)	y prometió, con toda la confianza, que “hoy sí caigo parado con alguna china”.
spanish-friends	[CITA-AJENA] cielo	to protest loudly (pegar el grito al cielo)	La música se cortó de golpe y todo el mundo pegó el grito al cielo.
spanish-friends	[CITA-AJENA] cruzó	crossed fingers (cruzar los dedos)	Yuly cruzó los dedos, rogando que Andrés no fuera a embarrarla en el último minuto.
spanish-friends	[CITA-AJENA] dado	to go around (dar vueltas)	Resulta que el chisme había dado tantas vueltas por el edificio que volvió todo deformado.
spanish-friends	[CITA-AJENA] derecha	to stand up straight (pararse derecha)	Pilar se paró derecha, saboreando su pequeña victoria en plena vereda.
spanish-friends	[CITA-AJENA] difícil	to play hard to get (hacerse la difícil)	“Vos tenés que hacerte la difícil, no le des bola tan fácil”, le aconsejaba.
spanish-friends	[CITA-AJENA] doblaron	to crack up (doblarse de risa)	Daniela y Yuly se doblaron de la risa, y Andrés juró que la próxima sí caía.
spanish-friends	[CITA-AJENA] foco	the lightbulb moment (prenderse el foco)	De pronto se le prendió el foco y una sonrisa pícara le cruzó la cara.
spanish-friends	[CITA-AJENA] hondo	to breathe deep (respirar hondo)	Respiró hondo, como si fuera a lanzarse de un trampolín altísimo.
spanish-friends	[CITA-AJENA] madres	to not matter at all (valer madres)	De perdis, esa sí los agarró a los cuatro viendo a la cámara, y a esas alturas ya les valía madres.
spanish-friends	[CITA-AJENA] mames	no way, you're kidding	“No mames, güey, ni que fueras a quebrar”, le soltó.
spanish-friends	[CITA-AJENA] montó	teased (montó chercha)	Daniela le montó más chercha para sacarlo de casillas.
spanish-friends	[CITA-AJENA] paró	stood up straight (pararse derecha)	Pilar se paró derecha, saboreando su pequeña victoria en plena vereda.
spanish-friends	[CITA-AJENA] patas	to blunder badly (meter las patas)	Los patas la aplaudieron, orgullosos de cómo la chibola iba agarrando calle.
spanish-friends	[CITA-AJENA] pecho	a tight ache in the chest (apretar el pecho)	La idea de que el grupo se separara les apretó el pecho a todos.
spanish-friends	[CITA-AJENA] prendió	the lightbulb went on (prenderse el foco)	De pronto se le prendió el foco y una sonrisa pícara le cruzó la cara.
spanish-friends	[CITA-AJENA] quieta	to leave alone (dejar quieta)	“Marica, ya, dejemos esta bobada quieta”, soltó Julián estirando la mano.
spanish-friends	[CITA-AJENA] ritmo	to find the groove (agarrar el ritmo)	Poco a poco fue agarrando el ritmo, llevado por la mano de la china.
spanish-friends	[CITA-AJENA] sabroso	to dance with flavor (bailar sabroso)	Andrés no le quitaba el ojo a una traga que bailaba sabroso en la mitad de la pista.
spanish-friends	[CITA-AJENA] sacando	pulling it off (sacar adelante)	Se pasó tres semanas al horno, sin dormir, sacando el laburo adelante.
spanish-friends	[CITA-AJENA] sacarlo	to wind him up (sacar de casillas)	Daniela le montó más chercha para sacarlo de casillas.
spanish-friends	[CITA-AJENA] tras	one after another (uno tras otro)	Según ella, el jefe le mandaba un quilombo tras otro sin respiro ni un gracias.
spanish-friends	[CITA-AJENA] trato	a deal (sellar el trato)	Sellaron el trato con un brindis de chocolate, chocando las tazas como si fueran polas.
spanish-friends	[CITA-AJENA] valor	to gather courage (armarse de valor)	Yuly le pasó una birra fría para darle valor antes del intento.
spanish-friends	[CITA-AJENA] vara	to take teasing without cracking (aguantar vara)	El vato aguantó vara sin enojarse, porque defenderse solo lo iba a hundir más.
spanish-friends	german-expat                   al día
spanish-friends	german-friends                 al día
spanish-friends	german-hamburg                 al día
spanish-friends	german-traveler-a0             faltan 34: 18 copiadas, 0 escritas a mano, 16 SIN CUBRIR
spanish-friends	   sin cubrir: gedreht, ärmeln, dorthin, zwiebeln, hund, hemd, mauer, wenige, dreißig, ständen, sauer, wanderer, niedrig, beim, stift, schuh
spanish-friends	italian-friends-a0             al día
spanish-friends	italian-traveler-a0            al día
spanish-friends	portuguese-traveler-brazil-a0  al día
spanish-friends	spanish-friends-argentina      al día
spanish-friends	spanish-friends-colombia       al día
spanish-friends	spanish-friends-mexico         al día
spanish-friends	spanish-friends-spain-a0       al día
spanish-friends	spanish-friends                al día
spanish-friends	spanish-traveler-latam         al día
spanish-friends	spanish-traveler-mexico-a0     al día
spanish-friends	spanish-traveler-spain-b1      al día
spanish-friends	
spanish-friends	0 glosas añadidas; NO escritos por huecos: german-traveler-a0
spanish-traveler-latam	french-traveler                al día
spanish-traveler-latam	german-expat                   al día
spanish-traveler-latam	[CITA-AJENA] banderas	red flags (banderas rojas)	Daniela mira el patio lleno de luces y banderas.
spanish-traveler-latam	[CITA-AJENA] cantar	to admit defeat (cantar la retirada)	Todos aplauden y empiezan a cantar.
spanish-traveler-latam	[CITA-AJENA] cielo	to protest loudly (pegar el grito al cielo)	De repente el cielo se pone gris y empiezan a caer gotas gordas sobre el patio.
spanish-traveler-latam	[CITA-AJENA] dejaba	would not let up (no lo dejaba)	Marina: ¿Y mi abuela te dejaba volver tan tarde?
spanish-traveler-latam	[CITA-AJENA] derecha	to stand up straight (pararse derecha)	Pilar: Después cruzas la calle en el semáforo y doblas a la derecha.
spanish-traveler-latam	[CITA-AJENA] difícil	to play hard to get (hacerse la difícil)	Valentina piensa: La tormenta es difícil, pero el arcoíris es el regalo.
spanish-traveler-latam	[CITA-AJENA] falta	without fail (sin falta)	Andrés: Lo sé, pero falta poco.
spanish-traveler-latam	[CITA-AJENA] forma	properly, in style (en forma)	Es una forma de decir gracias.
spanish-traveler-latam	[CITA-AJENA] fuego	a trial by fire (prueba de fuego)	Renata: El video dice fuego lento, Sofía.
spanish-traveler-latam	[CITA-AJENA] hondo	to breathe deep (respirar hondo)	Camila saca el teléfono, respira hondo y cancela su pasaje del micro.
spanish-traveler-latam	[CITA-AJENA] lugar	instead of (en lugar de)	Camila busca un lugar con su taza en la mano.
spanish-traveler-latam	[CITA-AJENA] muerta	dead; starving (muerta de hambre)	Estoy mojada y muerta de frío.
spanish-traveler-latam	[CITA-AJENA] nubes	walking on air (en las nubes)	Hay nubes grises y mucho viento.
spanish-traveler-latam	[CITA-AJENA] paró	stood up straight (pararse derecha)	La lluvia por fin paró de noche y el sol secó la calle a tiempo.
spanish-traveler-latam	[CITA-AJENA] pastor	al pastor (taco style)	Acabo de pedir tacos al pastor para todos.
spanish-traveler-latam	[CITA-AJENA] patas	to blunder badly (meter las patas)	Pero mi duende tiene cuatro patas y cinco hijos.
spanish-traveler-latam	[CITA-AJENA] pecho	a tight ache in the chest (apretar el pecho)	Doña Rosa se lleva la mano al pecho.
spanish-traveler-latam	[CITA-AJENA] perdido	lost; had already lost (ya había perdido)	Está perdido en una zona nueva de Lima, Perú, y desde temprano busca el mar.
spanish-traveler-latam	[CITA-AJENA] persona	in person (en persona)	Su aventura en Perú empieza con una persona amable.
spanish-traveler-latam	[CITA-AJENA] plena	right in the middle of (en plena mesa)	La gente aplaude y, poco a poco, más vecinos se meten a bailar en plena calle.
spanish-traveler-latam	[CITA-AJENA] quieta	to leave alone (dejar quieta)	Camila se queda quieta un segundo.
spanish-traveler-latam	[CITA-AJENA] reconoce	is recognized (se reconoce)	La señora la reconoce y sonríe: “¡Hola, otra vez!”
